genome	mols	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	cnt_match
BGC0000342	BGC0000416.4	0.4198473282442748	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0000378	BGC0000342	0.08846933999063815	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001341	BGC0000416.4	0.22070693014194265	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001695	BGC0000342	0.024458912546190405	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001393	BGC0000416.4	0.4796205200281096	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001562	BGC0000416.4	0.011299435028248579	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001312	BGC0000416.4	0.12538382804503578	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001312	BGC0000374.6	0.028403275332650958	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001312	BGC0000463.2	0.20112589559877178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000342	BGC0000416.2	0.3101145038167939	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001312	BGC0001796	0.029682702149437034	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000378	BGC0001796	0.0716180371352785	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001341	BGC0000416.2	0.15669357083217367	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001312	BGC0001402.4	0.029682702149437034	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000463	BGC0000463.2	0.46914520798415343	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0001393	BGC0000416.2	0.5892480674631062	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001312	BGC0000416.2	0.2052200614124872	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000453	BGC0000453	0.807959922070693	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000453	BGC0000416.3	0.15669357083217367	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001312	BGC0000463.3	0.09544524053224157	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000463	BGC0000425	0.1174767636751485	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	22
BGC0000413	BGC0000424.3	0.2293925314059542	-0.3560812860175917	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000306	BGC0001370.2	0.09695652173913046	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0000463	BGC0000463.3	0.4062166692061556	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0001402	BGC0001792.2	0.17709065354884046	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001207	BGC0001792.2	0.16724319446533306	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000367	BGC0001792.2	0.09374999999999997	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0001402.5	0.10443141088302375	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001133	BGC0001402.5	0.029705505761843762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000332	BGC0000389	0.12307445442875478	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000367	BGC0000464.2	0.0328875545851528	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000379	BGC0001448	0.0576759966072943	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000332	BGC0000452	0.05744544287548137	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001207	BGC0000389	0.08843435103023008	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0000306	0.12227687983134224	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001822	BGC0000452	0.03242098403388725	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000332	BGC0001207	0.09483311938382541	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001133	BGC0000452	0.2573623559539052	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000461	BGC0000452	0.06714927608587117	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000443	BGC0000424.2	0.058076225045372035	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0001207	0.4104376597984658	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000416	BGC0000452	0.059972489683631315	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000453	BGC0001695	0.038686334539382146	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0001207	BGC0000424.2	0.04466837118363659	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001196	BGC0000452	0.015289699570815432	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000425	BGC0000447.2	0.7213387381769046	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0001207	BGC0000447.2	0.12874116408482478	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0000367	BGC0000447.2	0.10357532751091698	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0000332	BGC0000397	0.13029525032092423	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001207	BGC0001240.1	0.07219130696345312	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001133	BGC0000397	0.12010243277848909	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000461	BGC0000397	0.08100349475786318	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0001628.2	0.2515811665495432	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000367	BGC0001628.2	0.05649563318777291	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000388	BGC0001406	0.00030248033877796634	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000461	BGC0000310	0.04068896655017473	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000367	BGC0000463.1	0.019787117903930118	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0001133	0.006899871630295245	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000379	BGC0001406	0.08637263217415886	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0001196	0.02284073889166248	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0001133	0.22768798313422345	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001402	BGC0000453	0.07097680955727335	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000332	BGC0000416.3	0.03257381258023105	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0000416.3	0.06272401433691753	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0000416.3	0.27442023893183415	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001822	BGC0000307	0.04463994786575429	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0000416.3	0.06737855316588957	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001196	BGC0001196	0.4208690987124464	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000461	BGC0000307	0.011982026959560622	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0000307	0.08437359001353585	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000416	BGC0000416.3	0.06850068775790923	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000425	BGC0000438	0.24352977860929204	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	25
BGC0001133	BGC0001402.2	0.029705505761843762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000332	BGC0000399.1	0.019897304236200244	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001196	BGC0000307	0.015289699570815432	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000367	BGC0000438	0.09661572052401741	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	25
BGC0000425	BGC0000367	0.029414821744101406	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0001207	BGC0000399.1	0.11595728681004659	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0000367	0.6649836244541483	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0001402	BGC0001290.2	0.444132115249473	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000332	BGC0001346.3	0.0008023106546854842	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001207	BGC0000464.1	0.007519927808693019	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000332	BGC0001825	0.044929396662387655	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000367	BGC0000464.1	0.0615447598253275	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000332	BGC0001214.2	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001133	BGC0001825	0.011267605633802786	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001822	BGC0001214.2	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0001214.4	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001822	BGC0001214.4	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0001214.2	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0001214.4	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000388	BGC0001825	0.11766485178463401	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001822	BGC0001371	0.07184750733137826	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001196	BGC0001825	0.09254291845493562	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000461	BGC0000413	0.050549176235646524	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001207	BGC0001240.2	0.07219130696345312	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000379	BGC0000379	0.6191687871077183	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001822	BGC0001220	0.07184750733137826	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000453	BGC0000312	0.6420818257723351	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000332	BGC0001214.5	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001822	BGC0001214.5	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0000399.2	0.019897304236200244	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000332	BGC0001346.1	0.0008023106546854842	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000461	BGC0001214.5	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0000433	0.00930680359435172	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001402	BGC0000433	0.004919184820801114	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001207	BGC0000399.2	0.11595728681004659	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0001346.2	0.0008023106546854842	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001133	BGC0001402.1	0.029705505761843762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000453	BGC0001393	0.028666852212635655	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000443	BGC0000443	0.0848961484170195	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	17
BGC0000453	BGC0001341	0.807959922070693	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000332	BGC0001214.6	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001822	BGC0001214.6	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0001214.6	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0001312	0.12307445442875478	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001402	BGC0001290.1	0.444132115249473	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000332	BGC0001657	0.03449935815147624	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0001207	BGC0001312	0.15054895473003455	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000453	BGC0001250	0.05315892012246034	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001196	BGC0001569	0.12607296137339055	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001207	BGC0000447.1	0.12874116408482478	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0000332	BGC0000374.5	0.0805519897304236	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001822	BGC0000374.5	0.017106549364613872	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000425	BGC0000447.1	0.764265668849392	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0001822	BGC0001214.3	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0000447.1	0.04721615720524016	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0000332	BGC0001214.3	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001133	BGC0000374.5	0.010499359795134429	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001196	BGC0001561	0.12607296137339055	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001402	BGC0001628.1	0.08116654954321854	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000379	BGC0000439	0.06700593723494484	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000388	BGC0000374.5	0.24137931034482762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001402	BGC0001565	0.07976106816584673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001822	BGC0001565	0.00912349299446074	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000332	BGC0001565	0.008183568677792036	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000453	BGC0001768	0.2605065404954077	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0000461	BGC0001214.3	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0001131	0.09338896020539149	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001207	BGC0001565	0.175966310723417	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001133	BGC0001131	0.2847631241997438	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000453	BGC0000342	0.8210409128861675	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000425	BGC0001565	0.13730381457228974	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001402	BGC0000312	0.15179198875614897	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0001565	0.24931768558951958	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000416	BGC0001131	0.15735900962861074	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000453	BGC0000416.4	0.22070693014194265	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001207	BGC0001582	0.08978793803579481	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	12
BGC0000388	BGC0001131	0.015728977616454913	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000332	BGC0000407	0.1599807445442875	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000416	BGC0000312	0.2162310866574966	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000367	BGC0001582	0.22298034934497812	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	12
BGC0000332	BGC0001214.1	0.018613607188703453	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001822	BGC0001214.1	0.043662430759204944	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0001192.2	0.03242098403388725	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001402	BGC0001393	0.004919184820801114	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000453	BGC0000416.2	0.15669357083217367	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001822	BGC0001393	0.03910068426197458	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0001341	0.07097680955727335	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000367	BGC0000323	0.026746724890829666	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0001214.1	0.034448327508736866	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0001393	0.11475409836065571	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001196	BGC0001393	0.06437768240343347	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000367	BGC0001393	0.21520196506550213	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001196	BGC0001562	0.12607296137339055	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000443	BGC0000437	0.11897559991933854	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000424	BGC0001402.5	0.070961145194274	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000461	BGC0000461	0.6188217673489764	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	16
BGC0000443	BGC0000424.1	0.058076225045372035	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0000305	0.08677996691231758	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0001250	0.06711173576950105	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001822	BGC0000374.2	0.0363310524600847	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0000374.2	0.11071887034659818	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000461	BGC0000336	0.0034947578632051842	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001133	BGC0000374.2	0.010499359795134429	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001822	BGC0001250	0.031117627891821438	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000332	BGC0001250	0.030648267008985874	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000425	BGC0000305	0.054256314312441455	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000443	BGC0001250	0.03851582980439604	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001207	BGC0000424.1	0.04466837118363659	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001133	BGC0001250	0.04891165172855313	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000332	BGC0000374.3	0.15805519897304235	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000416	BGC0001250	0.052544704264099046	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000332	BGC0000399.3	0.019897304236200244	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001207	BGC0001250	0.028726124229207395	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000388	BGC0000374.2	0.24137931034482762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000379	BGC0000336	0.08806898501554987	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001402	BGC0001792.1	0.17709065354884046	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000388	BGC0001250	0.05777374470659408	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001196	BGC0001250	0.05123390557939915	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000461	BGC0001250	0.03207688467299055	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000425	BGC0001250	0.019852406194782245	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0000399.3	0.1780718905098511	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000388	BGC0000374.3	0.24137931034482762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000367	BGC0001250	0.026064410480349343	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000424	BGC0000386.3	0.18261758691206545	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001207	BGC0001792.1	0.10512859076552862	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000424	BGC0000424.2	0.5918200408997956	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000379	BGC0001250	0.02700028272547356	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001402	BGC0001768	0.03127196064652143	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0001414	0.05253820960698688	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001207	BGC0001532	0.0936983004963152	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0000367	BGC0001792.1	0.03739082969432312	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0001806	0.0595578282448488	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	20
BGC0000332	BGC0000332	0.25706033376123233	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000300	0.13026584867075663	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001133	BGC0000332	0.06120358514724708	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	3
BGC0000416	BGC0001768	0.0437414030261348	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0000425	BGC0001532	0.05269722482070467	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0000332	BGC0000374.1	0.1468228498074454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000367	BGC0001532	0.17835698689956328	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0001240.1	0.02515337423312882	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000416	BGC0000332	0.054745529573590156	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	3
BGC0001133	BGC0000374.1	0.010499359795134429	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000425	BGC0001806	0.7654090011433322	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	20
BGC0001402	BGC0000416.4	0.15179198875614897	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0001822	0.4351580319322254	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000416	BGC0000342	0.27950481430536456	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000388	BGC0000332	0.14065335753176045	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	3
BGC0000332	BGC0000416.4	0.03161103979460845	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0000416.4	0.06174649723036818	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0000388	BGC0000374.1	0.24137931034482762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000332	BGC0000374.6	0.1468228498074454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000416	BGC0000416.4	0.2162310866574966	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0001133	BGC0000374.6	0.010499359795134429	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
