Id	Name	SMILES	InChiKey	Source	Origin	TaxId
NOR01786	Mutant GRAMICIDIN A	CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(CC(C)C)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)NCC(=O)NCCO	YVEYIAGEPGQPPN-UHFFFAOYSA-N	Norine	NA	0
NOR01788	ADEP2	Fc1cc(cc(F)c1)CC(NC(=O)CCC2CCCCC2)C(=O)NC3C(=O)N6C(C(=O)N5C(C(=O)NC(C(=O)N4C(C(=O)OC3)CC(C)C4)C)CCCC5)CCC6	JMMFATBRTRMMEY-UHFFFAOYSA-N	Norine	NA	0
NOR01789	(S)-N-((2S,3S,4R,5R)-4-AMINO-3,5-DIHYDROXY-1,6-DIPHENYLHEXAN-2-YL)-3-METHYL-2-(2-PHENOXYACETAMIDO)BU	O=C(NC(Cc1ccccc1)C(O)C(N)C(O)Cc2ccccc2)C(NC(=O)COc3ccccc3)C(C)C	ASWZRLFSSZUWDR-UHFFFAOYSA-N	Norine	NA	0
NOR01790	N~2~-[(2R,5S)-5-({(2S,3S)-2-[(N-ACETYL-L-THREONYL)AMINO]-3-METHYLPENT-4-ENOYL}AMINO)-2-BUTYL-4,4-DIH	C(=O)(C)NC(C(NC(C(=O)NC(C(O)(CC(C(NC(C(NC(C(N)=O)CCCN/C(N)=N)=O)CCC(N)=O)=O)CCCC)O)CCCC)C(C)CC)=O)C(C)O	GHZIZWOGRIROFP-UHFFFAOYSA-N	Norine	NA	0
NOR01793	N-(TERT-BUTYLCARBAMOYL)-3-METHYL-L-VALYL-(4R)-N-[(1R,2S)-1-CARBOXY-2-ETHENYLCYCLOPROPYL]-4-[(7-METHO	O=C(N5C(C(=O)NC1(C(=O)O)CC1/C=C)CC(Oc3c4ccc(OC)cc4nc(c2ccccc2)c3)C5)C(NC(=O)NC(C)(C)C)C(C)(C)C	YRUPMLSBJQBAAC-UHFFFAOYSA-N	Norine	NA	0
NOR01794	D-PHENYLALANYL-N-[(3S)-6-CARBAMIMIDAMIDO-1-CHLORO-2-OXOHEXAN-3-YL]-L-PHENYLALANINAMIDE	ClCC(=O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)Cc2ccccc2)CCCNC(=[N@H])N	PJFSUJMJVYGASC-UHFFFAOYSA-N	Norine	NA	0
NOR01795	N-(BENZYLSULFONYL)-D-VALYL-N-[2-(AMINOMETHYL)-5-CHLOROBENZYL]-L-PROLINAMIDE	O=C(NCc1cc(Cl)ccc1CN)C3N(C(=O)C(NS(=O)(=O)Cc2ccccc2)C(C)C)CCC3	PWCVAVZHMMVMMM-UHFFFAOYSA-N	Norine	NA	0
NOR01797	N-[(BENZYLOXY)CARBONYL]-L-LEUCYL-N-[(2S)-4-METHYL-1-OXOPENTAN-2-YL]-L-LEUCINAMIDE	O=CC(NC(=O)C(NC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C	TZYWCYJVHRLUCT-UHFFFAOYSA-N	Norine	NA	0
NOR01798	D-PHENYLALANYL-N-(PYRIDIN-3-YLMETHYL)-L-PROLINAMIDE	O=C(NCc1cccnc1)C3N(C(=O)C(N)Cc2ccccc2)CCC3	KNPSDIKTQZBRCN-UHFFFAOYSA-N	Norine	NA	0
NOR01799	Pepstatin	CC(C)CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(O)=O	FAXGPCHRFPCXOO-UHFFFAOYSA-N	Norine	NA	0
NOR01801	7-AminoActinomycin	O=C2N1CCCC1C(=O)N(C)CC(=O)N(C)C(C(=O)OC(C)C(C(=O)NC2C(C)C)NC(\O)=C3\C(=[N@H])C(=O)C(=C4Oc5c(c(N)cc(c5N=C34)C(=O)NC7C(=O)NC(C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(=O)OC7C)C(C)C)C(C)C)C)C)C(C)C	FBVNDHBPWPXHDG-ZWDZJOPMSA-N	Norine	NA	0
NOR01803	N-(BENZYLSULFONYL)-D-ALANYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE	O=C(NCc1ccc(C(=[N@H])N)cc1)C3N(C(=O)C(NS(=O)(=O)Cc2ccccc2)C)CCC3	RXILOHGFTAPEST-UHFFFAOYSA-N	Norine	NA	0
NOR01805	Cyclosporin D variant, MSA 7 to MAA	CC=CCC(C)C(O)C1C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	ZKBHJCJMHLTUOJ-UHFFFAOYSA-N	Norine	NA	0
NOR01807	(3S,8aR)-N-((R)-chroman-4-yl)-2-((S)-2-cyclohexyl-2-((S)-2-(methylamino)propanamido)acetyl)octahydro	O=C(NC(C(=O)N2CC1N(CCC1)CC2C(=O)NC3c4c(OCC3)cccc4)C5CCCCC5)C(NC)C	GIAUJOMDUOPYLU-UHFFFAOYSA-N	Norine	NA	0
NOR01808	Quinupristin	O=C3OC(C(C(=O)NC(C(=O)N1CCCC1C(=O)N(C)C(C(=O)N6C(C(=O)NC3c2ccccc2)CC(=O)C(CSC5C4CCN(CC4)C5)C6)Cc7ccc(N(C)C)cc7)CC)NC(=O)c8ncccc8O)C	WTHRRGMBUAHGNI-UHFFFAOYSA-N	Norine	NA	0
NOR01810	D-PHENYLALANYL-N-[(1-METHYLPYRIDINIUM-2-YL)METHYL]-L-PROLINAMIDE	O=C(NCc1[n+](cccc1)C)C3N(C(=O)C(N)Cc2ccccc2)CCC3	GWFYERFSYVJQNW-UHFFFAOYSA-O	Norine	NA	0
NOR01811	D-PHENYLALANYL-N-[(1-METHYLPYRIDINIUM-4-YL)METHYL]-L-PROLINAMIDE	O=C(NCc1cc[n+](cc1)C)C3N(C(=O)C(N)Cc2ccccc2)CCC3	XPNLMZJVXKGMFM-UHFFFAOYSA-O	Norine	NA	0
NOR01812	D-PHENYLALANYL-N-[(4-CHLORO-1-METHYLPYRIDINIUM-2-YL)METHYL]-L-PROLINAMIDE	O=C(NCc1[n+](ccc(Cl)c1)C)C3N(C(=O)C(N)Cc2ccccc2)CCC3	BNDOLKJAONQVEV-UHFFFAOYSA-O	Norine	NA	0
NOR01814	N-(BENZYLSULFONYL)GLYCYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE	O=C(NCc1ccc(C(=[N@H])N)cc1)C3N(C(=O)CNS(=O)(=O)Cc2ccccc2)CCC3	CEBNOQRCTYYHRQ-UHFFFAOYSA-N	Norine	NA	0
NOR01817	N~4~-(2,2-DIMETHYLPROPYL)-N~1~-{(2S)-1-[(4-METHYLBENZYL)AMINO]-1-OXO-4-PHENYLBUTAN-2-YL}-N~2~-[(5-ME	O=C(NC(C(=O)NC(C(=O)NCc1ccc(cc1)C)CCc2ccccc2)CC(=O)NCC(C)(C)C)c3noc(c3)C	KVWOEKNSWWTEAJ-UHFFFAOYSA-N	Norine	NA	0
NOR01818	8-Fluoro-Actinomycin D	O=C2N1CCCC1C(=O)N(C)CC(=O)N(C)C(C(=O)OC(C)C(C(=O)NC2C(C)C)NC(=O)c3c(F)cc(c4OC5=C(C(=O)C(N)=C(C5=Nc34)C(=O)NC7C(=O)NC(C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(=O)OC7C)C(C)C)C(C)C)C)C)C(C)C	MBHBKYUJERKJAW-UHFFFAOYSA-N	Norine	NA	0
NOR01819	3-[[(2S)-2-[[[(2S)-2-[[(2S)-2-[[(2S)-2-AZANYL-3-(1H-1,2,3,4-TETRAZOL-5-YLCARBONYLAMINO)PROPANOYL]AMI	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]nnn1)C(C)C)C(=O)NC[C@](O)(CCc2ccccc2)C(=O)Nc3cccc(c3)C(O)=O	FZZOBXKGDCMGAL-NAJARDBOSA-N	Norine	NA	0
NOR01823	N-[(2S)-1-({(2S)-1-{[(2R,3S,4S)-1,3-DIHYDROXY-2,6-DIMETHYLHEPTAN-4-YL]AMINO}-4-[(R)-METHYLSULFINYL]-	O=C(NC(C(=O)NC(CC(C)C)C(O)C(C)CO)CCS(=O)C)C(NC(=O)CCCCC)C(C)C	LBVOFIKOXKWSTC-UHFFFAOYSA-N	Norine	NA	0
NOR01824	SmBz, cyclosporin A derivative	O=C(O)c1ccc(cc1)CC2N(C(=O)C(NC(=O)C(N(C(=O)C(N(C(=O)C(N(C(=O)C(N(C(=O)C(NC(=O)C(NC(=O)C(N(C(=O)C(NC(=O)C(N(C2O)C)CC(C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C)C(O)C(C)C\C=C/C)CC)C	BQEFKINRHLLZSP-RFBIWTDZSA-N	Norine	NA	0
NOR01825	D-PHENYLALANYL-N-[(1-METHYLPYRIDINIUM-3-YL)METHYL]-L-PROLINAMIDE	O=C(NCc1ccc[n+](c1)C)C3N(C(=O)C(N)Cc2ccccc2)CCC3	RQARGWNLRRMMGY-UHFFFAOYSA-O	Norine	NA	0
NOR01826	N-(BENZYLSULFONYL)-D-ALANYL-N-[2-(AMINOMETHYL)-5-CHLOROBENZYL]-L-PROLINAMIDE	O=C(NCc1cc(Cl)ccc1CN)C3N(C(=O)C(NS(=O)(=O)Cc2ccccc2)C)CCC3	MAUGNQAVJWFOOZ-UHFFFAOYSA-N	Norine	NA	0
NOR01827	PHQ-Leu-Leu-Leu-vinylsulfone	O=S(=O)(C)CCC(NC(=O)C(NC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C	UXVISWMDYFNKOC-UHFFFAOYSA-N	Norine	NA	0
NOR01828	BACILLOMYCIN L-3	CC(O)C2NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(O)=O)NC(=O)CCNC2(=O)	HBHOERVMAWJIDP-UHFFFAOYSA-N	Norine	NA	0
NOR01831	ENDURACIDIN	CC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC9C(=O)NC(c1ccc(O)cc1)C(=O)NC(CCCN)C(=O)NC(C(=O)NC(c2ccc(O)cc2)C(=O)NC(c3ccc(O)cc3)C(=O)NC(C(=O)NC(CCCNC(N)=O)C(=O)NC(CC4CNC(=N)N4)C(=O)NC(c5ccc(O)c(c5)Cl)C(=O)NC(CO)C(=O)NC(c6cc(c(O)c(c6)Cl)Cl)C(=O)NCC(=O)NC(CC7CNC(=N)N7)C(=O)NC(C)C(=O)NC(c8ccc(O)cc8)C(=O)OC9(C))C(C)O)C(C)O	RMJTVVGTQVOXMA-UHFFFAOYSA-N	Norine	NA	0
NOR01833	crystallomycin	CCC(C)CCCCCC=CCC(=O)NC(CC(=O)O)C(=O)N(C)C(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N3CCCC3(C(=O)NC1C(C)NC(=O)C2CCCCN2(C1(=O)))	AQZKCOXFXDOYRA-UHFFFAOYSA-N	Norine	Streptomyces canus	58343
NOR01837	arylomycin B	CC(C)CCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C3C(=O)NC(C)C(=O)NC(Cc1cc(c(O)c(c1)N(=O)=O)c2cc3(ccc2(O)))C(=O)O	YZFXUGJZTDPGPW-UHFFFAOYSA-N	Norine	Streptomyces filamentosus	67294
NOR01855	amphomycin	CCC(C)CCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N3CCCCC3(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2(C(=O)NC1(C)))C(C)C(=O)O)	WAFOSUDOWLQGBG-UHFFFAOYSA-N	Norine	Streptomyces cirratus	68187
NOR01872	AGN-PC-0ONX5H	NCCCCC(N)C(=O)NCCCCC(N)C(=O)O	ISWYJQKGNGBKJG-UHFFFAOYSA-N	Norine	NA	0
NOR01880	gobichelin_A	NCCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C2COC(=N2)c3ccccc3(O))C(=O)NC(CO)C(=O)NC4CCCN(O)C4(=O)	LRVQAPVXSPHVLF-UHFFFAOYSA-N	Norine	NA	0
NOR01881	gobichelin B	NCCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CO)NC(=O)c2ccccc2(O))C(=O)NC(CO)C(=O)NC3CCCN(O)C3(=O)	JIICBHNPXOJWNK-UHFFFAOYSA-N	Norine	NA	0
NOR01902	Tsushimycin	CC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(C)NC(=O)C3CCCN3(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C2CCCCN2(C1(=O)))C(C)C(=O)O)C(C)N)C(C)C)	BYWOWQCRVFUOLF-UHFFFAOYSA-N	Norine	NA	0
NPA000027	Beauvericin E	CC(C)C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1)C(C)C)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C	NNSMCJXCEMTDJF-DULUVLRMSA-N	NPAtlas	Beauveria sp. FKI-1366	5581
NPA000032	Cyclo(4-hydroxy-R-Pro-S-Leu)	CC(C)C[C@H]1C(=O)N2C[C@@H](C[C@@H]2C(=O)N1)O	YEHIUWVXPQQDMC-HRDYMLBCSA-N	NPAtlas	Aureobasidium pullulans	5580
NPA000036	Amamistatin B	CCCCCCC[C@@H](C(C)(C)C(=O)N[C@H]1CCCCN(C1=O)O)OC(=O)[C@@H](CCCCN(C=O)O)NC(=O)C2=C(OC(=N2)C3=CC=CC=C3O)C	ZCNZVZVNVGHAHB-GKRYNVPLSA-N	NPAtlas	Actinomyces sp.	29317
NPA000053	Xentrivalpeptide C	CCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC1=O)CC3=CC=CC=C3)C(C)C)C(C)C)C(C)C)C	JIBJPLBMCAMJJA-FEICEOPKSA-N	NPAtlas	Xenorhabdus sp. 85816	626
NPA000054	[Asp3, ADMAdda5, Dhb7] microcystin RR	CC=C1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@H](CCC(=O)N1)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC(=O)C)/C)CCCN=C(N)N)C(=O)O)CCCN=C(N)N)C	XHKHVZRIQATICZ-RYPFVCKKSA-N	NPAtlas	Nostoc sp.	1180
NPA000055	Oxachelin	C1CC(C(=O)N(C1)O)NC(=O)CCNC(=O)C(CCCN(C=O)O)NC(=O)C(CO)NC(=O)C2COC(=N2)C3=CC=CC=C3O	SHCDDOATCRSWRH-UHFFFAOYSA-N	NPAtlas	Streptomyces sp. GW9/1258	1883
NPA000058	GE23077 A1/A2	C/C=C(/C)\C(=O)NCC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(C(=O)NC(C(=O)N1)C(=O)O)O)C(C)O)C(C(C(=O)N)O)O)C(C)C)CO	TYJKJQLKDPSIMY-WDZFZDKYSA-N	NPAtlas	Actinomadura sp. strain. GE23077	1988
NPA000068	JBIR-82	CC(C)CC(C(=O)N/C=C\C1=C(NC2=CC=CC=C21)CC=C(C)C)N(C)C(=O)C(C(C)C)NC(=O)C	LZMGVEBBGAACEJ-NXVVXOECSA-N	NPAtlas	Aspergillus sp.	5065
NPA000074	Laxaphycin B	CCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@@H](C(=O)NC(C(=O)N(C(C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NC(C(=O)N[C@H](C(=O)N1)C(C)O)CC(C)C)[C@@H](C)O)[C@H](C(=O)N)O)[C@@H](C)CC)C)CCC(=O)N)C(C(C)C)O)C)[C@H](C(C)C)O)C(C)C	URYPPVMQQUERGK-IRBJMCNESA-N	NPAtlas	Lyngbya majuscula	158786
NPA000119	Omphalotin F	CC[C@H](C)[C@H]1C(=O)N(CC(=O)N2[C@@H](C[C@@]3([C@H]2N(C4=CC=CC=C43)O)O)C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N(CC(=O)N([C@H](C(=O)N([C@H](C(=O)N(C(C(=O)N[C@H](C(=O)N1C)C(C)C)O)C)[C@@H](C)C(C)O)C)C(C)(C)O)C)C)C(C)C)C)C(C)C)C)C(C)CC)C(C)C)C)C	AQUXETDXUGAKJQ-UTCVAVSRSA-N	NPAtlas	Omphalotus olearius	72120
NPA000126	Syringolin H	CC[C@H](C)[C@@H](C(=O)N[C@H]1CCCCNC(=O)/C=C\[C@@H](NC1=O)C(C)C)NC(=O)N[C@@H](C(C)C)C(=O)O	JDUWTSDCUGIYCU-YRZFNRGWSA-N	NPAtlas	Pseudomonas syringae	317
NPA000141	SW-163B	CC1C(C(=O)OC(C(=O)OC(C(C(C(=O)OC(C(=O)O1)C(C)C)(C)C)O)CC2=CC=CC=C2)C)NC(=O)C3=C(C(=CC=C3)NC=O)O	KHAIDUWWKKROCZ-UHFFFAOYSA-N	NPAtlas	Streptomyces sp. SNA 15896	1883
NPA000159	Cyclo(D-Tyr-D-Pro)	C1C[C@@H]2C(=O)N[C@@H](C(=O)N2C1)CC3=CC=C(C=C3)O	LSGOTAXPWMCUCK-VXGBXAGGSA-N	NPAtlas	Aspergillus versicolor ZBY-3	5052
NPA000170	Not named	CCC(C)C1C(=O)N2CCCC2C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)N3CCCC3C(=O)NCC(=O)N(C(C(=O)N(C(C(=O)N1)CCC(=O)O)C)C(C)C)C)CC4=CC=CC=C4)C(C)CC)CCC(=O)O)C)C(C)C	VKZXVDMHCBCMCO-UHFFFAOYSA-N	NPAtlas	Unknown-bacterium sp.	0
NPA000174	Aspereline C	CC[C@H](C)[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1CO)NC(=O)C(C)(C)NC(=O)[C@H](C(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C	HZQUHROMJDWEGY-QXUMGSNFSA-N	NPAtlas	Trichoderma asperellum	101201
NPA000180	Massetolide H	CCCCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O	OXBVVUPTVONEJO-UOWMTLPVSA-N	NPAtlas	Pseudomonas sp.	306
NPA000184	Guineamide A	CC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C2=NC(=CS2)C(=O)N1)C)CC3=CC=CC=C3)C)C(C)C)C)C)C	GPTJWGYTFCSLIR-CMDJPLBESA-N	NPAtlas	Lyngbya majuscula	158786
NPA000198	Actinomycin Y2	C[C@H]1C[C@@H]([C@@H]2N1C(=O)[C@H](NC(=O)[C@H]([C@H](OC(=O)[C@@H](N(C(=O)CN(C2=O)C)C)C(C)C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CC(CN7C(=O)[C@H](NC6=O)C(C)C)O)C)C)C)CCl)N)C)C(C)C)O	QKJGGXMLLMNPEE-FYXQKJMOSA-N	NPAtlas	Streptomyces sp.	1931
NPA000226	Pullularin F	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OCC=C(C)C)C(=O)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)C(CC3=CC=CC=C3)O	HGRKCBGERCWAPT-AJLYFVEGSA-N	NPAtlas	Bionectria ochroleuca	29856
NPA000264	21978C2(D-Asn11)	C[C@H]1[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CC(=O)C2=CC=CC=C2N)C(C)CC(=O)O)CC(=O)N)CC(=O)O)C)CC(=O)O)CCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)CCCCCCCCC(C)C	XWXIXPWFHRYZNW-GPWJREGUSA-N	NPAtlas	Streptomyces roseosporus	67294
NPA000271	Muraymycin B3	CCC(C)CCCCC(=O)O[C@H]([C@@H](C(=O)NCCCN[C@@H]([C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)O[C@H]3[C@@H]([C@@H]([C@H](O3)CN)O)OC)C(=O)O)NC(=O)[C@H]([C@@H]4CCN=C(N4)N)NC(=O)N[C@@H](C(C)C)C(=O)O)C(C)C	MWCSUZGMQHRXMO-WDXBTKRESA-N	NPAtlas	Streptomyces sp.	1931
NPA000284	N-methyl-streptothricin D	CN1C[C@H]([C@@H]2[C@@H](C1=O)N=C(N2)NC3C(C(C(C(O3)CO)OC(=O)N)O)NC(=O)CC(CCCNC(=O)CC(CCCNC(=O)CC(CCCN)N)N)N)O	SMGKDTRGGAAALL-OHOJOCITSA-N	NPAtlas	Streptomyces spp. SNUS 8810-111	1883
NPA000288	Exochelin MS	CC(C(C(=O)N(CCCC(C(=O)O)N)O)NC(=O)C(CCCN(C(=O)CCNC(=O)C(CCCN(C=O)O)N)O)N)O	AHHBHDOBNNJFAK-UHFFFAOYSA-N	NPAtlas	Mycobacterium smegmatis	1772
NPA000294	D-Phe-L-Val-D-Val-L-Tyr	CC(C)[C@@H](C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@@H](CC2=CC=CC=C2)N	LUVNTPPXXIXEDW-QPXUXIHVSA-N	NPAtlas	Penicillium canescens	5083
NPA000299	6-hydroxymetatacarboline B	C1C[C@H](N(C1)C(=O)CCC2=C3C(=CC(=N2)C(=O)N[C@@H](CCC(=O)N)C(=O)O)C4=C(N3)C=CC(=C4)O)C(=O)O	NXSPJNGIASLZOG-HKUYNNGSSA-N	NPAtlas	Mycena metata	1033252
NPA000313	Syringopeptin SP508 A	CCCCCCCCCC(CC(=O)N/C(=C\C)/C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N/C(=C\C)/C(=O)N[C@H]2[C@@H](OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)/C(=C/C)/NC(=O)C(NC(=O)C(NC2=O)CO)C)C)CCN)CCN)CC3=CC=C(C=C3)O)C)O	HHDQRNAQGXUIRL-ZUVLKGGBSA-N	NPAtlas	Pseudomonas syringae	317
NPA000314	Cephaibol P	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CC(CC1C(=O)NC(CCC(=O)N)C(=O)NC(C)(C)C(=O)N2CC(CC2C(=O)NC(C)(C)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CO)C(=O)O)O)O)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(CC)NC(=O)C(CC5=CC=CC=C5)NC(=O)C	CAUFVUKRMWMYQC-UHFFFAOYSA-N	NPAtlas	Acremonium tubakii	146077
NPA000316	Asterobactin A	CCCCCCCCC(C(C)C(=O)NC(CCCN(C(=N)N)O)C(=O)NO)OC(=O)C(CCCN(C=O)O)NC(=O)C(COC(=O)C1=CC=CC=C1O)O	ICFNGWYSCWYFGU-UHFFFAOYSA-N	NPAtlas	Nocardia asteroides	1824
NPA000319	Halovir C	CCCCCCCCCCCCCC(=O)NC(C)(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCC(=O)N)C(=O)N[C@@H](CC(C)C)CO	VCAGNEUDNVLWPT-WTPQGBEESA-N	NPAtlas	Scytalidium sp.	1715249
NPA000331	Microcin C51	C[C@H](C(C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(C)C(=O)NC(CC(=O)NCCCOP(=O)(O)OC[C@@H]1C(C([C@@H](O1)N2C=NC3=NC=NC=C32)O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCSC)NC=O)ON	FADUSUVPDLFLTR-ILMTYNHGSA-N	NPAtlas	Escherichia coli	562
NPA000335	Iso-C17 bacillomycin D	CC(C)CCCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)C(C)O)CO)CCC(=O)O)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N	KHWCHOBPDTUAPH-XXPKJMSFSA-N	NPAtlas	Bacillus amyloliquefaciens SD-32	1386
NPA000347	Unguisin C	C[C@@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCCCC(=O)N1)CC2=CNC3=CC=CC=C32)CO)C(C)C)CC4=CC=CC=C4)C(C)C	DYUXTXRHHWGWDU-FAPNWWIJSA-N	NPAtlas	Emericella unguis	40381
NPA000352	Phomoenamide	CC(C(O)C(=O)N/C=C\C=C/NC(=O)C(O)C(C)C)C	VSUBZAVPZZDZOR-SFECMWDFSA-N	NPAtlas	Phomopsis sp. PSU-D15	34399
NPA000359	Mixirin B	CCCCCCCCC1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N1)CC(=O)N)CO)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N	KPNOFTRLFQRDDJ-SPEXPSQKSA-N	NPAtlas	Bacillus sp.	1409
